ticker,net_income,equity,ebit,capital_employed,revenue,revenue_3y_ago,profit_3y_ago,total_debt,interest_expense,cfo,capex,total_assets,roe,roce,net_margin,operating_margin,revenue_cagr,profit_cagr,debt_to_equity,interest_coverage,ocf_ratio,fcf,fcf_margin,asset_turnover
ADFFOODS,692557000.0,4926606000.0,941768000.0,5589221000.0,5580117000.0,4057961000.0,480981000.0,592336000.0,25761000.0,374157000.0,412382000.0,6281978000.0,0.14057487040774114,0.16849718413353132,0.12411155536702904,0.1687720884705464,0.11201798701174415,0.12921299515899065,0.12023206239752073,36.55789759714297,0.5402544483703147,-38225000.0,-0.006850214789403161,0.8882738844357622
ADL,565000.0,507684000.0,22109000.0,546172000.0,524045000.0,419570000.0,2458000.0,224223000.0,20916000.0,21066000.0,7866000.0,784638000.0,0.0011128969989205883,0.040479922075829594,0.0010781516854468606,0.042189124979725025,0.07693142839790768,-0.3874302831792612,0.44165859077694,1.057037674507554,37.28495575221239,13200000.0,0.0251886765449532,0.6678812395015281
ADOR,600500000.0,5070900000.0,911200000.0,5204100000.0,11178700000.0,6570000000.0,450200000.0,24100000.0,45400000.0,1371100000.0,412700000.0,6939300000.0,0.11842079315308919,0.17509271535904383,0.05371823199477578,0.08151216152146493,0.1938285954905763,0.10078501030905995,0.004752608018300499,20.070484581497798,2.2832639467110742,958400000.0,0.0857344771753424,1.6109261741097805
ADROITINFO,6883000.0,746763000.0,25330000.0,768019000.0,317122000.0,63710000.0,6187000.0,162217000.0,8074000.0,-134150000.0,84069000.0,964756000.0,0.00921711439907976,0.032980954898251216,0.021704580571515062,0.07987462238507577,0.7074169517045368,0.036173667270612775,0.21722688456712505,3.1372306167946493,-19.490047944210374,-218219000.0,-0.688123182875991,0.32870694766345065
ADSL,278100000.0,6017600000.0,675400000.0,7148900000.0,8070700000.0,4846700000.0,610300000.0,949000000.0,69200000.0,922700000.0,106700000.0,9253500000.0,0.046214437649561284,0.09447607324203723,0.034457977622758866,0.0836854300122666,0.18528199828766678,-0.2304812499296025,0.15770406806700346,9.760115606936417,3.31787126932758,816000000.0,0.10110647155760963,0.87217809477495
ADVANCE,256380000.0,1008730000.0,420500000.0,1165160000.0,5019190000.0,2507460000.0,89890000.0,804520000.0,68500000.0,57130000.0,336060000.0,3514720000.0,0.2541611729600587,0.3608946410793367,0.051079955132202606,0.08377845827713237,0.26027853892717334,0.41815680825889867,0.7975573245566207,6.138686131386861,0.22283329432873078,-278930000.0,-0.0555727119316065,1.4280483224837255
ADVANIHOTR,264355000.0,814202000.0,354110000.0,882712000.0,980912000.0,486745000.0,65081000.0,6500000.0,1133000.0,211988000.0,32821000.0,1078191000.0,0.3246798705972228,0.40116142071253136,0.26949920074379763,0.36100078294485133,0.2631148746812264,0.595552518701717,0.007983276877236854,312.54192409532214,0.801906527207732,179167000.0,0.18265348981356125,0.9097757261932256
ADVENTHTL,-98000.0,-651000.0,-99000.0,20194974000.0,0.0,,,5610000.0,,20195584000.0,,20200658000.0,0.15053763440860216,-4.9022098270589505e-06,,,,,-8.617511520737327,,-206077.38775510204,,,0.0
ADVENZYMES,1311150000.0,14208630000.0,1909210000.0,15245920000.0,6365070000.0,5289040000.0,1195820000.0,393500000.0,35570000.0,1424970000.0,347810000.0,16213470000.0,0.09227842515429004,0.12522760187643645,0.2059914502118594,0.2999511395789834,0.06367457285475542,0.03116664268186553,0.027694436409421597,53.674725892606126,1.0868092895549708,1077160000.0,0.16922987492674865,0.39257913327622035
AEGISLOG,6633779000.0,46308211000.0,11472110000.0,98907675000.0,65691109000.0,46243545000.0,3575229000.0,46060387000.0,1583883000.0,5581942000.0,9448655000.0,112327536000.0,0.14325275921369537,0.11598806664902395,0.100984426979304,0.17463717959153346,0.12413505597258268,0.2288127576573753,0.9946483788803675,7.243028683305522,0.8414422608893061,-3866713000.0,-0.058862044785999885,0.5848175019168942
AEGISVOPAK,865440000.0,9971650000.0,2902840000.0,43101710000.0,5617610000.0,,,32729460000.0,1692660000.0,3372080000.0,6627330000.0,45234010000.0,0.08679004979115794,0.0673486040345035,0.1540583985004299,0.5167393250866472,,,3.282251182101257,1.7149575224794111,3.8963764096875577,-3255250000.0,-0.5794724090850023,0.12418996237565495
AEQUS,-1023460000.0,7169190000.0,-423740000.0,11834200000.0,8979630000.0,,,7850470000.0,517050000.0,261410000.0,2651620000.0,18598400000.0,-0.14275810795919763,-0.03580639164455561,-0.11397574287582005,-0.047189026719363716,,,1.0950288665804644,-0.8195338942075234,-0.2554178961561761,-2390210000.0,-0.26618134600200677,0.4828173391259463
AEROENTER,531200000.0,7007219000.0,1143864000.0,8467861000.0,5785377000.0,3376238000.0,355438000.0,310665000.0,54173000.0,1396495000.0,1044252000.0,9751019000.0,0.07580753505777399,0.13508299203305296,0.09181769831075831,0.19771641502360174,0.19664740594759333,0.14331193370639972,0.044334992241572585,21.115020397615048,2.6289439006024096,352243000.0,0.060885055546077635,0.5933099914993499
AEROFLEX,525076000.0,3424162000.0,702845000.0,3443075000.0,3665869000.0,2329870000.0,275060000.0,5835000.0,3364000.0,265839000.0,1034628000.0,4265511000.0,0.15334438031845457,0.20413293349694678,0.14323370529607032,0.19172670927411753,0.16309471949574772,0.24050421187004978,0.0017040665716166466,208.93133174791913,0.5062867089716536,-768789000.0,-0.20971534989384508,0.8594208290636222
AERONEU,2022000.0,841400000.0,34736000.0,933306000.0,1292353000.0,805114000.0,42033000.0,282973000.0,30931000.0,75578000.0,57123000.0,1277216000.0,0.0024031376277632516,0.037218232819675436,0.0015645880034324986,0.026878105285475407,0.1708679696577502,(-0.6363109256859247+0j),0.3363120988828144,1.1230157447221234,37.37784371909001,18455000.0,0.014280154106501861,1.0118515583894971
AETHER,1584180000.0,22258850000.0,2224750000.0,22935170000.0,8386900000.0,5900480000.0,1089290000.0,1998700000.0,94910000.0,1000910000.0,4522940000.0,26442200000.0,0.07117079274086487,0.0970016790806434,0.18888743158974114,0.2652648773682767,0.1243582409459989,(0.1329750249163104+0j),0.08979349786714048,23.440627963333686,0.6318158290093298,-3522030000.0,-0.41994419869081545,0.3171786008728472
AFCONS,4868100000.0,52605200000.0,11707000000.0,87844700000.0,125037600000.0,109434630000.0,3563550000.0,23433000000.0,4606900000.0,-1322000000.0,3444900000.0,171192200000.0,0.09254028118893189,0.13326928090140897,0.0389330889268508,0.09362783674670659,0.04543078591278826,(0.1095806591620434+0j),0.4454502596701467,2.54118821767349,-0.27156385448121445,-4766900000.0,-0.03812373238129971,0.7303930903393963
AFFLE,3818690000.0,29464570000.0,4769740000.0,29931330000.0,22654990000.0,10816560000.0,2138780000.0,820950000.0,93370000.0,4259910000.0,1599020000.0,36217700000.0,0.12960277377202517,0.15935609944496285,0.16855845003683514,0.21053816399830677,0.27945466971907074,(0.2131544526194331+0j),0.027862276625791587,51.084288315304704,1.115542240925553,2660890000.0,0.11745271130113057,0.6255226035888529
AFFORDABLE,-116488000.0,1007464000.0,-48150000.0,1261524000.0,1621692000.0,807161000.0,23692000.0,608435000.0,46024000.0,-57778000.0,236205000.0,2327569000.0,-0.11562497518521754,-0.038168120463819954,-0.07183114919479161,-0.029691211401425176,0.2618354806517329,(-0.14978291860576753+1.4726191824377337j),0.6039272867318336,-1.0461932904571527,0.49599958794038873,-293983000.0,-0.1812816490430982,0.6967320839897765
AFIL,332319000.0,3822068000.0,431174000.0,6677057000.0,979082000.0,668375000.0,41207000.0,2817735000.0,2312000.0,-1771049000.0,21599000.0,6753644000.0,0.08694743264641026,0.06457545592317095,0.3394189659293093,0.4403859942272455,0.1357069663844701,(1.0053709752644893+0j),0.7372278567518945,186.4939446366782,-5.3293642554292715,-1792648000.0,-1.8309477653557107,0.14497092236428216
AFSL,1085106000.0,10740602000.0,1954612000.0,12046294000.0,32654646000.0,5842566000.0,618404000.0,8344858000.0,631102000.0,-1187614000.0,23357000.0,30598288000.0,0.10102841535325488,0.1622583675942161,0.03322975848520912,0.059857087411083865,0.774654376074309,(0.20614621488899698+0j),0.7769450911596948,3.0971411911228297,-1.0944681902044593,-1210971000.0,-0.03708418704033723,1.067205001796179
AGARIND,1156865000.0,6270948000.0,1648562000.0,8175792000.0,23989270000.0,15982437000.0,636889000.0,4349399000.0,284228000.0,998397000.0,1648530000.0,13446684000.0,0.18448008179943448,0.201639425269136,0.04822426860008662,0.0687208072609129,0.1449627133710054,(0.22013057830394445+0j),0.6935791845188319,5.80013932476744,0.8630194534366585,-650133000.0,-0.027100991401572454,1.7840286869238542
AGARWALEYE,834600000.0,18665900000.0,2677100000.0,31938100000.0,17046100000.0,6952650000.0,376940000.0,9609100000.0,1078600000.0,3603300000.0,3209000000.0,36715700000.0,0.044712550694046366,0.0838215172474255,0.04896134599703158,0.15705058635113017,0.3484190771013975,(0.3033729937538179+0j),0.5147943576254025,2.4820137214908216,4.317397555715313,394300000.0,0.023131390758003297,0.46427277704088443
AGI,3224106000.0,20977259000.0,5092798000.0,27529415000.0,25288220000.0,14120690000.0,1932984000.0,5527625000.0,824705000.0,4285506000.0,2539059000.0,34962115000.0,0.15369529450916347,0.1849947774044599,0.1274943827600361,0.20139013342971548,0.2143786242989527,(0.18593353758676456+0j),0.2635055895529535,6.175296621216071,1.3292075384618247,1746447000.0,0.06906168168419921,0.7233034957982376
AGIIL,666642000.0,2947980000.0,868082000.0,3932455000.0,3248732000.0,1974548000.0,364208000.0,1374166000.0,126603000.0,-199145000.0,479124000.0,11963768000.0,0.22613518409215802,0.2207481077342271,0.20520067521728477,0.26720640545295826,0.18054368809697974,(0.22324766914955418+0j),0.46613816918703654,6.856725354059541,-0.2987285529564594,-678269000.0,-0.2087796100139993,0.2715475592639376
AGRITECH,-11126000.0,1001390000.0,-11126000.0,1001470000.0,1802000.0,2845000.0,27492000.0,0.0,0.0,-6389000.0,13045000.0,1019521000.0,-0.011110556326705878,-0.011109668786883282,-6.174250832408435,-6.174250832408435,-0.14120236726737645,(-0.6301596899974662+0.6405822076114126j),0.0,,0.5742405177062736,-19434000.0,-10.784683684794672,0.0017674966969782868
AGROPHOS,-76778000.0,601616000.0,-73968000.0,616739000.0,655445000.0,412400000.0,31800000.0,287155000.0,31314000.0,28157000.0,14878000.0,1100950000.0,-0.1276196111805537,-0.1199340401693423,-0.1171387378040873,-0.11285157412139844,0.16700450548905765,(-0.3292306198863878+1.161806646518257j),0.47730612217760165,-2.3621383406782908,-0.36673265779259684,13279000.0,0.020259518342500133,0.5953449293791725
AGSTRA,-800880000.0,4616610000.0,9860000.0,10885300000.0,14706340000.0,17589440000.0,547920000.0,11195410000.0,1263330000.0,3492250000.0,519040000.0,20912030000.0,-0.17347794160650348,0.000905808751251688,-0.05445814526251943,0.0006704591353117091,-0.05792778207781013,(-0.43255979632557295+0.9828352630213393j),2.4250283216472694,0.007804769933429903,-4.360515932474279,2973210000.0,0.20217198840772074,0.7032478434661771
AHCL,205179000.0,804217000.0,306580000.0,1212476000.0,1202866000.0,571427000.0,-1077000.0,665544000.0,37698000.0,-225517000.0,5293000.0,1812999000.0,0.25512890177651054,0.252854489490926,0.17057510977947668,0.2548746078116764,0.2815990125427761,(1.8770168547774122+4.983139366706487j),0.827567683846524,8.132526924505278,-1.0991232046164567,-230810000.0,-0.19188338518172432,0.6634675474172903
AHLADA,37056000.0,1391440000.0,103797000.0,1472075000.0,1319951000.0,1312625000.0,51826000.0,357578000.0,45827000.0,135926000.0,377000.0,2116235000.0,0.02663140343816478,0.07051067370888033,0.0280737694050764,0.07863701001022008,0.0018569438732221055,(-0.10579529838689905+0j),0.25698413154717414,2.264974796517337,3.668123920552677,135549000.0,0.10269244843179785,0.6237260984720506
AHLEAST,175203000.0,2435690000.0,669371000.0,4004897000.0,1119384000.0,509391000.0,-344986000.0,3295971000.0,397538000.0,3916000.0,108660000.0,6689521000.0,0.07193156764612903,0.16713813114294823,0.1565173345339937,0.5979815684340674,0.3000975578428595,(-0.6010822507254094+0.6909458097846133j),1.3531980670775017,1.6837912350517434,0.022351215447224078,-104744000.0,-0.09357289366294319,0.16733395410523413
AHLUCONT,2020813000.0,17984474000.0,3132711000.0,22865723000.0,40986231000.0,26711006000.0,1552166000.0,761318000.0,402984000.0,3594264000.0,1887831000.0,37059462000.0,0.11236430934816331,0.13700467726299317,0.04930467990579568,0.07643325388958062,0.1534069912500502,(0.09193298926187143+0j),0.04233195811008985,7.7737850634268355,1.7786227622249065,1706433000.0,0.041634299089369796,1.10595860781789
AIAENG,10607360000.0,69269984000.0,13895215000.0,70461916000.0,42376384000.0,35231634000.0,6196809000.0,4905682000.0,210913000.0,11623070000.0,1370658000.0,78340737000.0,0.15313068355840823,0.19720177634681407,0.2503130045262946,0.3278999690016024,0.0634825540483912,(0.19622552748886735+0j),0.07081973629443887,65.88126383864437,1.0957552114758056,10252412000.0,0.2419369241132042,0.5409239895202926
AIIL,42414100000.0,146893400000.0,41181800000.0,150493600000.0,28448800000.0,8928665000.0,6687378000.0,10542000000.0,510100000.0,3257200000.0,725000000.0,160874200000.0,0.28874067861455993,0.2736448593162766,1.4908924102246843,1.4475759961755856,0.4714961872084549,(0.8510499062778618+0j),0.07176632850761164,80.7327974906881,0.07679521668501749,2532200000.0,0.08900902674278001,0.17683879702276686
AIRAN,184755000.0,1443069000.0,237997000.0,1623737000.0,1064984000.0,872822000.0,96147000.0,22793000.0,844000.0,212180000.0,54089000.0,1788738000.0,0.12802922105595782,0.14657361383031858,0.17348147953396484,0.22347471886901588,0.06857694431247174,(0.2432357428734433+0j),0.01579480953440203,281.9869668246445,1.1484398257151363,158091000.0,0.14844448367299415,0.5953828900599193
AIROLAM,27032000.0,733100000.0,100903000.0,1000696000.0,2135181000.0,1688969418.0,64871536.0,902843000.0,58444000.0,138824000.0,176784000.0,2164750000.0,0.03687355067521484,0.1008328203570315,0.012660285006282839,0.0472573519528321,0.08127867214701312,(-0.25307900703501884+0j),1.231541399536216,1.7264903155157074,5.135543060076946,-37960000.0,-0.017778352280204815,0.986340685991454
AJANTPHARM,9203900000.0,37902900000.0,12098900000.0,40188500000.0,45875100000.0,32841300000.0,7126800000.0,474200000.0,207300000.0,11572300000.0,3179200000.0,50149500000.0,0.24282838516314056,0.3010537840426988,0.20062953541245687,0.26373566488138445,0.117855225519361,(0.08899471821491356+0j),0.012510916051278399,58.364206464061745,1.2573256988885146,8393100000.0,0.18295545949763597,0.91476684712709
AJAXENGG,2600960000.0,11571370000.0,3513110000.0,11687660000.0,20717980000.0,7619640000.0,662080000.0,17680000.0,4290000.0,427200000.0,234520000.0,14824500000.0,0.22477545873997634,0.30058283694084187,0.12554119658383683,0.1695681721866707,0.39573933752416757,(0.5778815622906077+0j),0.0015279089684281117,818.9067599067599,0.1642470472440945,192680000.0,0.009300134472569237,1.3975500016863975
AJMERA,1259420000.0,12065137000.0,2427478000.0,19315840000.0,7379549000.0,4826834000.0,453857000.0,6771052000.0,756649000.0,75474000.0,56097000.0,22545430000.0,0.10438505588457056,0.12567291922070176,0.1706635459700857,0.32894666056150584,0.15200885991861512,(0.4052400402578402+0j),0.5612080492745337,3.208195609853446,0.05992758571405885,19377000.0,0.0026257702198332175,0.3273190620005917
AJOONI,33720000.0,880788000.0,46282000.0,902299000.0,1146919000.0,740378000.0,10488000.0,19397000.0,2990000.0,-177366000.0,20324000.0,950511000.0,0.038283900325617515,0.05129341825714093,0.029400506923331116,0.040353329223772556,0.15707030315486148,(0.4759272881946577+0j),0.022022325463108033,15.478929765886287,-5.259964412811388,-197690000.0,-0.17236613919553168,1.2066341157545784
AKASH,8909000.0,846650000.0,48106000.0,987242000.0,576311000.0,721227000.0,23235000.0,862295000.0,37542000.0,95478000.0,2836000.0,2082915000.0,0.010522648083623694,0.04872766758302422,0.01545866728207513,0.08347229187018815,-0.07204202015787975,(-0.27351147204259785+0j),1.018478710210831,1.2813915081775078,10.717027724772702,92642000.0,0.16075001171242612,0.27668483831553375
AKG,8582000.0,529066000.0,20746000.0,533847000.0,1326906000.0,1863403000.0,19390000.0,113333000.0,10087000.0,12085000.0,69000.0,788366000.0,0.016221038584978056,0.038861321689547756,0.0064676774390951585,0.015634867880618523,-0.10701439960072168,(-0.2379147306803362+0j),0.2142133495631925,2.0567066521264996,1.4081799114425542,12016000.0,0.00905565277419802,1.6831091142946297
AKI,16778000.0,651369000.0,42842000.0,684433000.0,780271000.0,609394000.0,16463000.0,224215000.0,16174000.0,-26706000.0,24814000.0,1143663000.0,0.025758057260938116,0.06259487780396328,0.021502785570654298,0.054906564514123936,0.08588149126871758,(0.006337687273586079+0j),0.3442211711027083,2.6488190923704713,-1.591727261890571,-51520000.0,-0.0660283414352193,0.6822560492033055
AKSHAR,-44481000.0,882116000.0,-47881000.0,922831000.0,1167691000.0,1725194000.0,70236000.0,59412000.0,10895000.0,-295716000.0,25095000.0,981131000.0,-0.050425340884872286,-0.051884906337129985,-0.038093125664238225,-0.041004854880272265,-0.1219956560187202,(-0.5706202141676439+0.7437076048046838j),0.0673516861727936,-4.3947682423129875,6.648141903284548,-320811000.0,-0.27473963574267507,1.190147900739045
AKSHARCHEM,47704000.0,2637112000.0,104058000.0,2999178000.0,3462652000.0,3682191000.0,159148000.0,667667000.0,45794000.0,348225000.0,442028000.0,4153000000.0,0.01808948577079775,0.03469550656879985,0.013776723736604199,0.030051532755818372,-0.020282546843525373,(-0.3307559217928042+0j),0.253181131480195,2.2723064156876447,7.299702331041422,-93803000.0,-0.027089929914990013,0.8337712496990127
AKSHOPTFBR,-259666000.0,116043000.0,-139528000.0,324833000.0,1301819000.0,3105292000.0,-4153000.0,990442000.0,133530000.0,-191538000.0,28092000.0,2815485000.0,-2.2376705186870383,-0.4295376393408305,-0.19946398078381097,-0.10717926224767038,-0.25157310248456577,(2.969030037179998+0j),8.535129219341107,-1.0449187448513442,0.7376321890428473,-219630000.0,-0.16871008949784877,0.4623782403386983
AKUMS,3381760000.0,30470140000.0,3756600000.0,32196950000.0,40710930000.0,36468340000.0,-2525360000.0,882120000.0,304070000.0,4651960000.0,2723120000.0,41134420000.0,0.1109860341961015,0.11667564784863163,0.08306761845037684,0.09227497382152655,0.037365203088168375,(-0.4488838139904592+0.9545612350421045j),0.028950310041240376,12.354392080770875,1.3756032361847086,1928840000.0,0.04737892256452997,0.98970472903228
AKZOINDIA,4295000000.0,13302000000.0,5790000000.0,14533000000.0,40648000000.0,31087000000.0,2901000000.0,621000000.0,91000000.0,3110000000.0,1065000000.0,29034000000.0,0.3228837768756578,0.39840363311085114,0.10566325526471167,0.14244243259200945,0.09350336270797444,(0.13973831000995007+0j),0.04668470906630582,63.62637362637363,0.7240977881257276,2045000000.0,0.05030997835071836,1.4000137769511607
ALANKIT,198568000.0,2967193000.0,347751000.0,3287972000.0,3010058000.0,1281484000.0,23565000.0,115216000.0,38282000.0,492436000.0,384866000.0,4245558000.0,0.06692116084123952,0.10576458680305063,0.06596816406859934,0.11552966753464551,0.3292925127957922,(1.0349196826271818+0j),0.038829964886005056,9.083929784232799,2.4799363442246487,107570000.0,0.03573685291113992,0.7089899608013834
ALBERTDAVD,172008000.0,3924834000.0,255241000.0,4072356000.0,3432465000.0,3124268000.0,352583000.0,123171000.0,2964000.0,-284358000.0,148559000.0,5114156000.0,0.043825547781129084,0.06267649488404256,0.05011209145614012,0.07436084563134657,0.03185643987658571,(-0.21278065260002144+0j),0.03138247375557794,86.11369770580296,-1.6531672945444398,-432917000.0,-0.12612422850633584,0.6711693972573383
ALEMBICLTD,3106768000.0,23385908000.0,1579736000.0,23925333000.0,2111813000.0,713693000.0,2220590000.0,144473000.0,24711000.0,863702000.0,507655000.0,25030036000.0,0.13284786718565728,0.06602775392927655,1.471137832753184,0.7480472939602133,0.43564812234782746,(0.11844203536574271+0j),0.006177780225595688,63.928452915705556,0.2780065972097048,356047000.0,0.168597787777611,0.08437115312179336
ALICON,460608000.0,5932739000.0,1028538000.0,7390331000.0,16423754000.0,10417843000.0,241806000.0,3655810000.0,407409000.0,2041502000.0,1828035000.0,12951092000.0,0.07763833871673775,0.13917346868496147,0.028045232533317293,0.06262502470507048,0.16385320730632347,(0.2396187442665143+0j),0.61620947761228,2.5245834039012394,4.432189627622621,213467000.0,0.012997454784088949,1.2681366173601423
ALIVUS,4856270000.0,28173720000.0,6565450000.0,29412940000.0,23398350000.0,20874480000.0,4187240000.0,566060000.0,24140000.0,3915240000.0,1661870000.0,34114530000.0,0.17236878907009795,0.2232163802734443,0.20754754074539444,0.2805945718394673,0.03877906644858209,(0.050650625867320276+0j),0.020091773468324383,271.9739022369511,0.8062237066719932,2253370000.0,0.09630465396064253,0.6858763699807677
ALKALI,-57998000.0,445248000.0,-57798000.0,479927000.0,823103000.0,910159000.0,34808000.0,181799000.0,22552000.0,54375000.0,13093000.0,929362000.0,-0.13025998993819174,-0.12043081551986032,-0.0704626273990011,-0.07021964444304055,-0.03295732670445217,(-0.40723668229807397+1.0266961831228276j),0.4083095263763116,-2.562876906704505,-0.9375323287009897,41282000.0,0.05015411193981798,0.8856645741917574
